A,B,C
1293,683116990.685,-3000743.0
5614,-2.2029,93156395.788579
2763,6.575585179168,9095701689836.0
4115,150856.2431,-16603575880.9
7882,771113183.7,-70.351
6352,-85533.547258691,8.9760148
7967,48049866.0,899246.72887
3034,-1214748588.1,-674163384107353.0
9064,92654405058.4,85857454882.0
6858,-60.8585,14157.2087
5354,9.83490944218635,-831.6360568499
767,-225.36898223,-37144102208099.0
6915,-1.596166775,1.5621
4957,-37.74221829,-948.0
1838,79419213013286.0,2.6
8874,107205931225.32,-24817.1447
210,-827512517812.49,-338750474464.0
9828,-8118563952.0,-21532.1841
865,578184.9268254,-9630108.68688441
4184,7323990599.57844,-8.951
9658,5122874131.0,-6607863679498.0
6703,41652511594.77,3.223098749
7897,-92206.941,-1.83677
1651,861.0,-1.193040602257
1792,62874.5821,-15.1087604478854
5424,8.0,60035.0
2676,-38276463.0,72407896375.1584
4090,72843900889.76,-57265967.8509526
4141,-2398133125.0,8115.10663997
9297,78120209.44657,-6345027.80943678
4127,2256228049.53,-92599.0
7627,1.2,-9947596220.2957
1610,217406834232192.0,148472.207896
1676,-939751407837104.0,603765649194436.0
5420,-286221764427.0,219656829.2
5899,-972.889393,-929.595410574
4053,2481.9834756,-99984920337216.0
5475,-38702477148984.0,326342126.336
3857,-304926808742222.0,-316640819.0
9940,492561.0,-3.525754274555
5600,-320067641279.513,-61030389911.536
6604,-3156885716.0,727972.0
1176,-173.4657373,74.8926450498688
4201,75589619331.4999,889865148378.8
9142,8938282.0,-10194052.325145
6547,5430598.678,-8947039.6
3349,91.386,-3680903073211.0
4909,-1508548878024.5,9545.0
7030,5942.0,-53361713.284531
5398,7638.6,-328785511.77444
8233,-3426685194437.2,3290332.593
5023,-2577639751.18,-933874392.197375
7860,8431892081558.0,91.7892
1079,-7887659690700.1,5237.0
3976,-3182824.5,-4.9776386
2755,94.26,6.13461383622571
454,439332.19998513,7453837002872.13
7437,-870649.518,-176640469.51
8019,-294322028071351.0,-73916136.157248
1263,-9274805810.995,-88175598582662.0
8759,280143231595.22,-830069257.5
2139,-7.8089467351512,677.40600896
9397,-122850.3594439,4370406095254.0
8525,1.96,-477062752329781.0
687,547.17420532712,17446547104.958
4485,-5013258.7216659,-7859.7796352
7720,-1835732.65187633,-24828341112594.0
6488,-9686762761688.0,4751164289.41
1553,4359751228.9,30470788.5
5383,7034208040.82835,822527269838.0
8978,50166960798.94,-824.7445854485
1188,666.901943,-97.108
6630,-291686037.99071,-5762264.78578065
5717,5882.4,-9270727.2
7206,-70478850603.18,159585311704699.0
8356,81452.6485,-2473980.0
7091,50.609,-156763358802304.0
7636,166.22,267482.6
8298,72.97148533,590629718277197.0
4246,5.6105576,55.3914
6152,225191517353.0,420092.82542073
9957,6525.7,-677894790128055.0
9220,-11224.36863,26222122877656.0
7344,-5.96008165178,59.5497
9652,-1026992971.318,-6719.326
5030,-56531.7124,393321559.89164
1640,484775519.0,639.17915227389
7467,1102.4264,-32071422.7607034
8687,80.73,-58030364334141.8
1775,-5.352984,-464846.967206
5736,191.3449609855,-37.5681
9805,11381911.5357,60834344530901.2
3591,-53993111.352,-4209.5459343206
4771,-81130178938.7,51928663.894
1836,2961399683.6,-8906.9998356
4676,565.83543644,-5796360531.841
3624,-98952637.685996,93610201664.0
9516,-169870182247807.0,1327121.7654
7352,432.4,-7.84596336
8199,99410.0,-68952610963272.0
1979,759123524007.0,-52854572015723.0
7581,364317690899.12,9309561490.4
9026,90918.42762245,-5766.63228
1634,8114021.26,8701334377668.3
3872,64739.178532408,7949.1254
8150,-33152005235.32,-531336.761367472
2689,85234010111512.1,4927206301.0
9287,-85058365421177.0,-6088296661686.0
7968,945736383922.58,-79529622.49
1114,190.31416518,-116533143.6
8682,454.4853784,-1610519774571.0
8299,-8.4244487040089,-897336.1580592
1557,579687.5253233,711438088172.8
2385,1852373696027.8,66.4
1495,59554539238.31,337372410.73
9223,64.9,10647615708.0
3075,878836970077.397,555258.2
1806,-1159575489972.1,39.871234083
6266,-2528727982845.0,99118.2213469
6467,-72322947946698.9,43.7865595392
5156,84.853011,746825007554.24
377,-108948.268,-627.38120363
574,-467106413016246.0,-4.0
787,3915.4443727101,-261357591.0
6668,-387385.5658,-445.3599
4755,-31189.69059713,6798677.4333626
3501,58064649323669.3,-64264293815.9374
7967,93385196.13,7.24
813,9620767740.75265,40337.416711722
74,-966.91671213,4313135594.0
1124,-409.2155304693,3047650787633.0
3771,-23671035520994.6,6129906850996.0
6172,-297.6467,6694691263.0
6238,-3069440.62022063,771.38455034156
2108,42167691499506.0,-231915.529
8763,599750822.0,-3.0
2447,611.2718997,-533.5536
7712,-859.766752827799,-4.94073891931
5765,-175.38862399,779370404411.172
9625,-20516988791.5972,-936093.5
8729,41947057381361.0,-3.884541
1067,44183.6929857074,76037476147.0
9692,181711633.692,-64769746701.0
4018,-23128904.3,703424248.50895
3009,-741.28396881633,-470.63
9379,52530698.8469,20803285365.5807
7250,-821708314896966.0,-308.2438478
8183,-638.125,2541706912493.0
2222,67.78822,11209143324.6
668,131.746364897,20985196.0
6255,-756.0,3920.491559898
3872,2654.0,357644.8146666
9500,-2408.802781644,769770461478183.0
1676,-3.57596664340954,534692314479.6
9706,-1587692.3656656,-5299845253307.0
2986,-91246970429560.0,-17.910637124
4229,752.8,-8338771937.25
7911,-878.7,6934169189121.4
7023,37737.17769158,-65941635197.0
8411,25375254.64,-77095902979512.0
8062,3930969054208.5,99155969548403.0
8188,-150024639.9777,-766744050960.8
3436,-75.60249152868,-521847919809047.0
575,-743251768.1836,66327073.1362
6525,729.0,-392822617.83
5024,648.3704009,-0.539169427141
9121,-9773.596,2.85465247
6360,0.1200064831446,-267211910778.0
1853,3.2,3221858527717.9
3897,-86699.9,28.6760083033899
3465,628052246821.0,-3548601464.4
8367,-6.4302540109716,1993.6135034945
2013,5577.8,4486990440233.8
3577,-5641011659393.0,788977014.0
1910,-1.431192,-75809083857.56
2541,-0.5328366,-429732634511194.0
6125,-88769458.73,226802853659.0
5333,1.289,-805333265.44816
522,5483771168.63,-86826642.532195
3489,-158289325.6353,700638669468407.0
1681,-5458.9851750261,-248955070676761.0
7470,-29689432.549066,-9.54301346
3524,16974448959052.7,673411988327.202
1896,25984.811,427219556.0
6481,862092901546.1,27641186131.7
1763,8978700337550.9,-5723395444.0
4201,-9.3846362687,-4912293.5156
9159,658863102.409,-2.37148099413
4586,-993859761.1411,-343269711989.63
5734,8.9468809,2072.375949995
1392,5892074577.91,47.274872908
6328,9090006600697.0,284181028.910977
8981,-81200902.0,822112149669.0
6566,-96.648,1.16033292762
2006,-40991072674.211,-7741.296118
5185,-70303892005995.3,-620089.3
5836,-6277647.76172,-125199.93147432
1101,-205254261495.0,-48438745.144
952,1.385206904,218466680481.7
5304,-953616886218334.0,-605582.54740325
6092,488834.34307,2887.24087
3770,5439457598.24876,-485977.95145
7037,376286713.0,9684.0
8818,-5001252125.696,-789560.967784
7669,-281564681.6286,-73998559883.3046
9335,32734.117617,-138893340884.0
660,563889785.5,-234738598.0
9220,-703437791566980.0,-223711200.0
2926,-26580376673710.3,-939543.88711091
2396,31.8738415966,-5964273.6729
7493,-970774944671042.0,-401192506682.51
7320,974522464132529.0,70651463.5
9380,9698744479866.4,22.5531
4544,-49895550113226.9,-35592691819.0
3373,648046398.282548,2966685128993.9
6241,71575961531.926,-59940.4
9755,693264864720.0,54382.718
1394,-116967451184509.0,806839197618.4
5393,-671791029177115.0,-7455054959.6
4934,-181256.0,-218115.250808848
6429,281609.92871,4585335.369
2704,-8.4640380456,568041355111.0
55,5.935707886816,49435629733453.0
8501,-32254.0,-1171.540912
6611,-919073449753751.0,-81.27345
4609,3766322.176092,-871871101881.53
9997,-14782891.787,-95419698071244.0
6122,856868654719.254,-1783404584464.6
8233,-19183248853.6657,-25836.47067
6246,-164648186.11802,-2348792694229.28
5583,-36.7689,953.74253905
9565,-64426488892.2256,93.1
6461,-802.43440971,75.4831
880,99.1760820925,-71.5
9865,667588528.174621,-410196783149971.0
858,-818.484326832,-7202599414.64
2283,-72282.69,-1.803293800479
8954,88076497.1243773,-99289624308624.0
2708,-8945484472352.0,-79309088.98419
7211,-365585113303238.0,-6012906873.6836
3691,483190.573,-4509.9
4130,73374368604.732,538217497.8354
6412,32723.28518251,-555509458950.43
9529,249751059772.11,-590347662487701.0
4472,7.1744,32517164164.0
7076,6449.4802039125,-8387.837
331,-5699829.245,-75740615663.2
1510,-45.405515,2262.3640162
5401,-54573858391.432,-5.62785951653043
9483,825.5379,507955.2102573
2796,233121.334183,4472832139680.71
5407,-665620857567608.0,-614192.55025
505,97633.0,2435607566032.0
6303,27.115,310800734682699.0
656,-5618.645,38808471.38718
2994,-5541439875.4305,-89765.50741
6448,6613849652.8,19251.798
3035,24956829006.0,-603546848.19618
1024,7044.30753247,-2653.4952727828
8512,690201262.0,4552872.59227544
6396,9.98734448,69689410.5948
1854,-332615525.82,-7913975.0
4566,-638478104871.0,-38013195169.1
7261,-205552709749.0,12480504922346.0
1724,-45885194820857.0,-283651891953.0
7106,-915743019580486.0,-128335629201.0
7561,913972262928.0,8.3
5074,-432747920231819.0,-38.1312404178
1437,85916.3223,-37368367.36
9269,87826573338.31,5321.58
1979,-7725813250738.1,443560499842.0
9343,-37605916864469.0,-45307901191089.9
5348,48162883852.0,19.971128199
4991,239096.0,-6.78731407
2382,-492.6674322,9084910707024.0
9444,7784677685427.5,-109554.653
6969,258389168.4152,125286123.7
6285,-612257386.63396,115202187823.0
6638,-360775462748.0,-611482763442199.0
1842,-81.19302138,97417204335815.0
6005,92334151.0,-99236411372818.0
8337,14648037.0,81834189.0
5964,412835.26219,66.97736
2105,3478426.0,2505972.6172547
5565,592923928314.3,448.23641866981
2864,682807398005828.0,498268578678022.0
4414,60435.48336622,521551.42109561
3946,-99.55312615,-8052789161199.65
8913,40428045169.951,-32198.67
4810,-457907271.371201,-2024.54
3500,75466679151.3016,72.4297593599
9602,-66179901.817879,-76683.9
7593,-1338871286.7099,54531239803.601
7663,-867.4,-211651528416.14
26,96511077.11949,-163324157979708.0
719,1782361570.0,-21409364587087.0
3026,-26825191962.408,66364951693080.6
9964,949599287.91627,-368517299.0
2527,-6272710.121,7.6397176046
9046,-828083.36,-2688765926.0
7182,34060.70999626,2.565
8738,32860704990.917,7.3400156
2265,72383472816.375,-66.109567402
7938,-24107410.37562,-9909212033.5
6650,68.3418,-961884296069.3
1744,-4065677797005.9,-38136985045026.5
4323,-320.850239,991.8338
5026,221146.845,-300875.1638
8560,601524.91424,-95022986.934
2369,-34.2,9795376.558
6910,4270755.780528,80738932911.6
4555,407.59,829745569698.0
6111,-73975846275.8,64561475223.735
3871,911468.905314,-781912.9977
2091,-491019410806076.0,-1217825.0
9628,33291742885058.2,836.85
7972,87086.25919,58486.5235101
9575,-658942812735.8,-3403891831.0
7089,220593654450133.0,-7227117117.0
5901,-8241085272.287,61453769921.9699
7399,-800169.483785,726035.315
5820,-21083.7,-1906161180798.9
2196,-642206725474406.0,-56344809494.1732
1274,-574997863046.0,-1329714.170525
520,2108100893705.0,-360500736228.629
6425,-57020.125,-6.266
259,30576274847491.0,283052717785200.0
2841,3251.0,9.580043
9951,432859119145309.0,-914741372725.49
401,-455147807021.93,-8759954365.53
8296,884603.90470491,-17415846866715.8
9476,-837232353871.0,-3091916103.134
5435,8017.7276847066,8.3
7279,496530861504.0,-99.5122
7061,-253.763,28042.88027685
7290,6095636.212071,-0.955344
544,17145.65522259,-58175538072880.4
8447,-8120900252.751,2.8
2530,-9.63516554035,-7988717.5723747
377,-97469792.5,-3154.271588
7854,-9305571606.575,-7415199888280.0
479,-39205297226.299,-9020515247407.0
1229,-24.16379782,862.6538
3774,30207586396.9767,56686520239101.0
4116,591.4456738974,-350.416656521
4054,316464454.9,7026768.63420586
1858,717116212831668.0,-550340509.957
3826,92.791900715,-644381043338847.0
6679,-136574527174.41,546.774796564619
820,-99.0,-6453749380991.0
6234,-386515462.805059,359703211796570.0
3547,-52.25589483,-6919.3260848
3578,5510547470860.6,408.533853244614
9395,9593993882.8108,-0.286081722951
4314,-3444633432.0,-990077.6
8929,-78137.1566768,3407578.0
4614,-99.67379024614,466681436904538.0
8767,3541972.747919,7357519382.0
6425,-717054648.8762,41.8749
9800,-679250808808566.0,-55103793187.7
3214,899409805571501.0,-3.10718
3941,268539360905121.0,159.238
983,65137695408.955,-602701057359.49
5889,-78417463684.198,5727.4557239719
7175,1259.5908,9676.48879
6901,-52814551045586.7,-51158826.9
8150,-4074.31298,-39172126446.2376
8838,-4000.3,20.245297315
6438,27234526286731.0,-499093029.971528
1906,727987.2399944,-7119395228714.5
8142,9.448602172,75707.427
600,-98376.0,-444618.0
1183,-216479017.2,956582941782.6
3490,-1390200230.2,-7.694629412
302,3.26837422278738,-967353.8
8502,-82816688424.4,726.816
8780,-819176405261849.0,97918506.0
8270,-31.5821,5638235098448.0
8648,-203628122753.0,-9.13091
9709,8824242589.4291,-4413423608334.8
1289,-8953301799668.0,-8353202345987.92
8422,-493949098133740.0,-42023379.34983
7486,874629319.1693,-504246.89568
4240,-2606888991.60874,-7747250231307.8
7380,390271457415550.0,53810505739859.0
6222,-148342.356033151,76717622.334891
8766,72518.44,-9.91981
6181,-680835055.0,4.40009798743
7285,-1250740350705.0,6673951.6174638
7227,-549744332911.0,-2561286604.8
9276,-311.6967620193,80105586598.9109
6396,-427358973.9469,566.723
9881,-9623299.27,919505.5
2649,703854641812301.0,-9079647253.3637
2585,9972512461.672,56.676574972
3488,37229123479.5182,-587445490.8417
8701,-131297735712.4,8836798977.0
7949,-9749937.23,-2801.4374
6900,-9536282.13,967.87854892597
9884,78083.448721,1.745728257004
5926,99.38,6731076.6424
3999,-819233449846644.0,-139.8395740044
3993,802490547067.733,55451092058986.0
42,4995925935.1,4109.174
586,-66388148223.289,58353144302545.4
2279,5.83918967,-24015463440.8773
504,-303631830678431.0,8113121621.2227
381,-14462086787.3534,704333.70658
7249,-947.99518718929,-982359364.0
9327,4589260817957.2,-6517642.88441
1428,-6.44,5902892.0
4164,704632981884636.0,-739869122537.1
9816,60300.986536,-7793.72705414721
4784,489.609,-1427161.5
9870,100491975253.948,-92982532782315.0
2042,6099375281252.69,-0.829042
9861,-68433199.198,74592.782612
3941,-256583937694047.0,25828541.19
5006,-4067.2725330618,28933608839.4
8266,-7059652.4740117,81725.708691579
7845,-438574126235.0,-4024965236475.1
4940,0.62363064,-747150963417074.0
5659,2727006163711.0,68129523562.36
9950,657119452206634.0,9628726.3330741
1368,-7605934.406,-1.9075371
5116,33518280011.284,-8367.978
6001,-4230167870111.0,-996848750562.6
8958,9609265247269.0,4107414181514.85
1272,88295414932.0,5003600.8
6533,3341.0,1332973.29601337
8886,1639.9466921,8870.0
1325,-4.60197820411,759047294664806.0
7017,81304.0,242497.953444
7635,327.45126224,4.1
814,-254678.9,-921539356.265
4636,5113828526674.0,-23526.1
3964,60344068.77,25.9661
9740,-685028.462,-757.365359
8623,17939054.999641,654352186.0
3652,4240604.0,29048696068.0
1227,-511287616891.2,931384.558
7466,-59255117.903,9285035.95
5481,953276398.5561,-1770.42
9216,24.556799612,7404.5804
3519,269443169.3877,94763190938.848
412,-18095010502097.0,-44357994881330.0
422,4298441092482.9,-169030735375539.0
9279,-49750691.4355,-5902.8615859025
1002,-2405818126.73,68823988126718.0
4211,-1234890.6009,-2.617
7394,-4719763206.0,2.54516167
5133,-34277.6332,8099887498273.3
2697,7076524994.74,-2.6962
9702,-897702197548.0,-915152.6
1317,4000.2208756,752754.1307
4000,97.0,5249030012.71
7029,14374.4907991,638819.678817
1888,228.53342,187.0
5180,56945783.12622,1752.0
9607,-30.6916,2158046.5448
3005,-8215580818.29,-3.295617
1135,927184133903.696,-2330.668409
7027,-224867839439.27,69.59202516
4480,-6.56221442,983384972339.712
506,7993.831,283433.0
3905,-511009639882651.0,-7520847056.0
6690,-236427224978.2,705.5870452
8338,703424.323745,4025253.0
5979,-3620329.59,92916878.481
4845,35208886844303.8,792077065703850.0
6904,5.976,-15174.99478
3602,2516388307.1354,2.537835876796
1516,-21798051129498.0,622.296
3250,8735.957,870.75981022484
8828,-75263499.145206,-354097480341.0
8744,-373.5269,23465.96501
3067,197898868459.772,-376992395829882.0
2454,-53704.7748542,-5155.510885526
1159,34959008.3851127,866.492
4439,124.738,2551741.6872
9030,58717.6138,-200644298.16
593,-238625.235979,-8.3257723704625
2202,-8749560310846.8,9.2618877512
4707,736.975,24279.192229
2284,98438386431.901,-395159.730732
8983,-16654.550625296,6095.4318
8613,473.3135746,-7064227.90278
3772,91845.89126912,-88321.8
702,-9250076.1623701,898118413.39315
4678,3304425119566.0,-63.86
1958,-325915117.89178,-82895.9
7365,468154442279.7,7435.0
6054,39985781190741.0,730852163303646.0
1733,-8669300813491.96,25270687.0
2087,-9.45757741,-410.4
8677,16553508083.9,-91838742688728.7
5351,-467086804.563161,566.84107
8427,-804903.63697,-843933.268979
9872,4146199023.97,-44336998494800.0
4157,8719942.133,-883.236292466
679,-24566887617.4816,891087861.0
5948,840890956.92593,49270.5
6486,-24685069929864.0,-49276946107824.0
3163,7259.917996,-558991179.81
5194,6011582955680.69,14651.467
1857,-5758688806.4498,8342621.5007
4206,-80117.58211103,-45993341823.621
9379,-960471.98,-54999.9
5714,-845892950256.7,-779.806412944026
3298,-4929.6756677,-85965928438567.5
6761,33.875,40.94297
4785,4641149.58296,45955645.0
4040,4398.5,-641910.365739045
8355,-349452.6292581,3336964.61508
662,229.49566865,-96955029462.0
